episode,length,total_reward,J15_reward,J16_reward,J17_reward,J18_reward
816884907292267841,200,-0.14000000000000112,-0.049999999999999975,-0.029999999999999805,-5.551115123125783e-17,-0.06000000000000005
298313305745415577,200,-0.4400000000000026,-1.1102230246251565e-16,-0.11999999999999994,-2.7755575615628914e-17,-0.31999999999999995
656297286944428256,200,-0.21000000000000327,1.1102230246251565e-16,-0.040000000000000015,2.0816681711721685e-16,-0.1699999999999999
607829848942574502,200,-0.7999999999999993,-0.68,-0.029999999999999943,-0.08000000000000006,-0.010000000000000125
91487795406619152,200,-0.44999999999999835,3.0531133177191805e-16,-0.27,-0.09999999999999999,-0.07999999999999984
302883164702055056,200,-0.23000000000000181,-0.07000000000000034,-1.1102230246251565e-16,-0.09999999999999992,-0.05999999999999995
530813978286829219,200,-0.6599999999999988,1.3877787807814457e-17,-0.18,-1.1102230246251565e-16,-0.48000000000000004
791430949217253913,200,-0.29999999999999793,-0.029999999999999943,-0.09999999999999999,-0.009999999999999995,-0.16
769073753801576418,200,-0.20000000000000112,-0.02999999999999997,-0.03000000000000011,-0.08999999999999997,-0.04999999999999988
18371601720836244,200,-0.46999999999999875,-0.23000000000000012,-0.020000000000000004,-0.15,-0.06999999999999978
972830772783473042,200,-0.45999999999999974,-1.6653345369377348e-16,-0.11999999999999977,-0.12000000000000005,-0.21999999999999978
19021423930631842,200,-0.11999999999999997,-0.029999999999999888,0.0,-0.030000000000000013,-0.06
463579282239791736,200,-0.680000000000001,-0.1699999999999999,-0.14000000000000012,0.0,-0.3699999999999999
895130457140783157,200,-0.2499999999999979,-0.04000000000000001,-0.09999999999999967,-0.05999999999999994,-0.05
666333106264391501,200,-1.0700000000000018,-0.6100000000000001,-0.3899999999999999,-0.019999999999999907,-0.05
578148597517712712,200,-1.6600000000000013,-0.6399999999999999,-0.97,-0.030000000000000027,-0.02
641158709621066382,200,-0.24000000000000055,-0.029999999999999943,5.551115123125783e-17,-0.020000000000000004,-0.19000000000000006
189927292751750708,200,-1.3499999999999996,-0.1200000000000001,-1.01,-0.15000000000000002,-0.07
107873422286226118,200,-0.8100000000000007,1.3877787807814457e-17,-0.81,0.0,2.498001805406602e-16
577487609214521079,200,-0.2999999999999995,-0.1899999999999999,-0.07999999999999989,1.1102230246251565e-16,-0.03
911268893462940183,200,-0.3999999999999999,-0.05,-0.07000000000000012,-0.06,-0.21999999999999997
273361808624550119,200,-0.37999999999999967,1.3877787807814457e-17,-0.22,-0.09999999999999992,-0.06000000000000011
548862933302967357,200,-0.440000000000002,-0.13,2.0816681711721685e-17,-0.15,-0.16
137242126995868698,200,-0.9800000000000009,-0.030000000000000027,-0.020000000000000004,-0.03000000000000007,-0.9
233150682374560972,200,-0.8099999999999983,-2.220446049250313e-16,-0.27,-0.24000000000000002,-0.3
448725473626949978,200,-0.399999999999999,-0.18999999999999978,-0.14,-0.07,0.0
577093479366784924,200,-1.3299999999999992,-0.21000000000000013,-0.029999999999999943,0.0,-1.09
143019814285963820,200,-0.16999999999999935,-0.02999999999999986,0.0,-0.08,-0.06000000000000005
663603961535355465,200,-0.4100000000000009,2.7755575615628914e-17,-0.13999999999999985,0.0,-0.27000000000000024
680798791069122646,200,-1.3500000000000014,-0.03000000000000011,-0.10000000000000003,2.7755575615628914e-17,-1.22
497728167887406625,200,-0.8099999999999984,-0.03,-0.11,-0.4300000000000001,-0.2399999999999999
828211595620354266,200,-0.3700000000000005,-0.1399999999999999,-0.029999999999999888,-0.16,-0.03999999999999997
428335059332876060,200,-0.47000000000000064,-0.08000000000000006,-0.04999999999999999,-0.19,-0.15
382853238824324794,200,-0.48,-0.03,-0.09000000000000005,-0.3299999999999999,-0.03000000000000011
837504038187397381,200,-0.5500000000000015,-0.26,-0.12,-0.009999999999999945,-0.16
811340229304885933,200,-0.13000000000000128,0.0,-0.08,-0.03,-0.01999999999999999
652845257702348617,200,-0.18999999999999984,-0.03,-0.029999999999999888,-0.09999999999999995,-0.03000000000000025
585193008317614148,200,-1.4899999999999982,0.0,-0.05999999999999983,1.1102230246251565e-16,-1.4300000000000002
694427609860741560,200,-0.41000000000000003,-0.09,-0.25,-0.039999999999999945,-0.03000000000000022
58856732363865601,200,-0.3900000000000018,-0.27999999999999997,-0.05,-0.03,-0.03000000000000011
502000534425904354,200,-0.2800000000000006,-0.03,-1.1102230246251565e-16,-0.010000000000000009,-0.24
419451534591532707,200,-0.1599999999999996,0.0,-0.04000000000000011,-0.04000000000000023,-0.08000000000000006
88852068813183368,200,-0.09000000000000077,-0.030000000000000082,0.0,-0.03,-0.030000000000000172
887819036493566046,200,-0.35999999999999954,-0.14999999999999977,-0.14,1.3877787807814457e-17,-0.07
712025989155437047,200,-0.3199999999999993,8.326672684688674e-17,-0.1100000000000001,-0.03999999999999999,-0.16999999999999987
186429838523231429,200,-0.7699999999999994,-0.06,-0.030000000000000013,-0.029999999999999957,-0.65
830533708229815330,200,-1.940000000000002,1.1796119636642288e-16,-0.10999999999999995,-2.7755575615628914e-17,-1.83
219848173989568958,200,-0.28000000000000014,-0.15,0.0,-0.09999999999999998,-0.03000000000000022
56264598383634268,200,-0.880000000000001,5.551115123125783e-17,-0.5299999999999998,-0.03000000000000022,-0.32
305980437805866957,200,-0.6800000000000006,-0.03,-2.7755575615628914e-17,-0.03000000000000002,-0.62
131444546148315973,200,-0.34000000000000047,-0.030000000000000082,-0.03999999999999989,-0.07,-0.19999999999999998
622000011808676009,200,-0.7100000000000011,-0.61,-0.06999999999999998,-0.03,1.1102230246251565e-16
437135658959460396,200,-0.27000000000000085,-0.05,-0.1399999999999998,-0.07999999999999989,0.0
250459959908254654,200,-0.12000000000000118,-0.04,0.0,-0.029999999999999916,-0.05000000000000007
177672588871072634,200,-0.2200000000000001,8.326672684688674e-17,-0.030000000000000054,-0.09000000000000005,-0.1
609979703341748132,200,-0.2699999999999995,-0.1399999999999999,-0.03,-0.06000000000000011,-0.03999999999999988
332106012534339708,200,-0.10000000000000042,-0.02999999999999997,-0.06,-0.010000000000000016,0.0
970994622569847479,200,-0.13000000000000206,-3.469446951953614e-17,-1.3877787807814457e-16,-0.1,-0.03
275298663416079720,200,-0.1300000000000022,-0.029999999999999943,-0.03999999999999999,-0.029999999999999916,-0.029999999999999777
907125376741554159,200,-0.309999999999998,-0.10000000000000003,-0.07999999999999995,-0.07999999999999971,-0.05000000000000021
684973671526037961,200,-0.18999999999999884,-0.029999999999999888,2.7755575615628914e-17,-0.03000000000000011,-0.1299999999999999
429589515266836364,200,-0.22999999999999854,-0.05999999999999994,-0.11,-0.03,-0.030000000000000027
131764877611526287,200,-0.26999999999999924,-0.1,-0.14000000000000024,0.0,-0.02999999999999968
957946835201041464,200,-0.8100000000000012,-0.11999999999999977,-0.0399999999999999,-0.010000000000000057,-0.64
366071929173520443,200,-0.7900000000000003,-0.08999999999999989,-0.11000000000000011,-0.5899999999999999,0.0
285221324295388949,200,-0.16000000000000042,-0.029999999999999943,-5.551115123125783e-17,-0.029999999999999943,-0.1
600757008714202681,200,-0.17999999999999952,-6.938893903907228e-18,-0.02000000000000006,-0.09,-0.07
24207362821558289,200,-0.1499999999999999,0.0,-0.03,-0.039999999999999834,-0.08000000000000007
323675672849225851,200,-0.14000000000000112,-0.030000000000000054,-0.03,-0.029999999999999985,-0.04999999999999989
916106143249850537,200,-0.3400000000000023,-0.08000000000000011,-0.10999999999999989,-0.06000000000000003,-0.09000000000000005
246981483855354119,200,-1.0799999999999996,-0.9999999999999998,-0.020000000000000004,-0.06,-1.3877787807814457e-17
615178342359474395,200,-0.24000000000000135,-0.03,8.326672684688674e-17,-0.18,-0.02999999999999997
343896613667563388,200,-0.4299999999999999,-0.08,-0.1999999999999999,-0.04999999999999999,-0.09999999999999995
211919645375865078,200,-0.6000000000000005,-0.13000000000000003,-0.23,0.0,-0.24
882210045623570407,200,-0.31000000000000066,-0.08999999999999991,-0.14,-0.05,-0.030000000000000006
361318067238070289,200,-0.4299999999999985,-0.030000000000000054,-0.12999999999999987,-0.06,-0.21000000000000013
233328591480099021,200,-0.4400000000000025,-0.32000000000000006,-0.030000000000000124,-0.06999999999999976,-0.020000000000000004
702596580336212040,200,-0.42000000000000115,0.0,-0.38999999999999996,4.683753385137379e-17,-0.02999999999999997
345145536886729369,200,-0.18000000000000005,-0.08999999999999979,-0.03,-0.029999999999999888,-0.03
985728964623118917,200,-0.48000000000000115,-0.08999999999999966,-0.31000000000000005,-0.019999999999999896,-0.060000000000000275
327865620168060439,200,-0.3300000000000003,-0.05999999999999997,-0.03999999999999995,-0.07999999999999992,-0.15000000000000002
683649019119653213,200,-0.2999999999999994,-0.05999999999999983,-0.15,0.0,-0.08999999999999994
41468375564404249,200,-0.2100000000000016,-0.05999999999999972,1.1102230246251565e-16,-0.12,-0.030000000000000082
102880659272291226,200,-0.7200000000000002,-8.673617379884035e-18,-0.59,-0.03,-0.09999999999999998
138638848407635152,200,-0.1300000000000021,0.0,-0.09,1.1102230246251565e-16,-0.04000000000000001
492481536051404474,200,-0.6099999999999994,-0.3099999999999999,-0.12,2.7755575615628914e-17,-0.18
64099462993521918,200,-0.3900000000000005,-0.14999999999999994,-0.24,-8.326672684688674e-17,0.0
842371087019537793,200,-0.27000000000000157,-0.0999999999999999,-0.009999999999999995,-0.06,-0.1
797149513046697924,200,-0.1399999999999995,-0.030000000000000016,-0.02999999999999997,-0.029999999999999943,-0.049999999999999864
673165142185058410,200,-0.26000000000000023,-0.030000000000000027,-3.469446951953614e-18,-0.060000000000000026,-0.17
895359179996466768,200,-0.18999999999999995,-0.029999999999999888,-0.029999999999999943,-0.08999999999999994,-0.04000000000000001
720133907983970246,200,-0.3700000000000007,-0.3099999999999999,-6.938893903907228e-18,-0.029999999999999992,-0.029999999999999943
691576343150056050,200,-0.07999999999999935,1.1102230246251565e-16,2.7755575615628914e-17,-0.010000000000000009,-0.06999999999999992
703487472194997898,200,-0.07999999999999928,5.551115123125783e-17,1.1102230246251565e-16,-0.03,-0.05000000000000007
315276770087110341,200,-0.15999999999999986,-1.1102230246251565e-16,-0.009999999999999995,-0.08,-0.07000000000000006
706561801399296084,200,-0.28999999999999915,-2.7755575615628914e-17,-0.05999999999999994,2.0816681711721685e-17,-0.2299999999999999
239377548060957474,200,-0.16999999999999915,-1.1102230246251565e-16,-0.08,-0.039999999999999945,-0.04999999999999989
11550846755316478,200,-0.1400000000000015,-0.019999999999999782,-0.01999999999999995,-0.039999999999999925,-0.06000000000000008
772125919701373617,200,-0.18000000000000022,-0.03,1.1102230246251565e-16,-0.029999999999999888,-0.12
568641693362634694,200,-0.9599999999999993,8.326672684688674e-17,0.0,-0.2,-0.76
349134387921718284,200,-0.32000000000000023,-5.551115123125783e-17,-0.19,-0.05,-0.07999999999999997
234318039779008437,200,-0.20000000000000018,0.0,-0.14,-0.05999999999999999,5.551115123125783e-17
750279287500413993,200,-0.3899999999999999,-0.11999999999999994,-0.09000000000000005,-0.11000000000000003,-0.06999999999999973
199064499289641024,200,-0.15000000000000102,-0.12,0.0,0.0,-0.03
697416296990746397,200,-0.2800000000000014,-0.029999999999999888,-0.11,-0.029999999999999978,-0.11000000000000006
182363750161771673,200,-0.8900000000000011,-0.05999999999999997,-0.58,-6.938893903907228e-17,-0.25
198407126858633671,200,-0.4799999999999993,-0.10999999999999995,-0.24999999999999994,-0.09000000000000005,-0.030000000000000054
889218122419503179,200,-0.18000000000000016,6.591949208711867e-17,-0.049999999999999975,-0.10000000000000006,-0.029999999999999916
96179825749776098,200,-0.49000000000000044,0.0,-0.44999999999999996,-0.030000000000000117,-0.01000000000000003
528838440047572080,200,-0.03999999999999976,-2.7755575615628914e-17,-0.01000000000000003,-5.551115123125783e-17,-0.029999999999999888
633976436143232027,200,-0.35000000000000037,-0.02999999999999997,-0.10000000000000009,-0.11999999999999977,-0.09999999999999995
806419078022126859,200,-0.7600000000000005,-0.6699999999999999,-0.03,-0.030000000000000006,-0.02999999999999997
618961979675148947,200,-0.16000000000000114,-0.06,-0.06,-0.03,-0.009999999999999945
687797760761361314,200,-0.26,-0.03000000000000004,0.0,-0.06000000000000005,-0.17000000000000012
253531554238143880,200,-0.09000000000000047,-0.030000000000000082,-0.029999999999999916,-0.030000000000000013,1.5265566588595902e-16
144637917390636763,200,-0.4499999999999996,0.0,0.0,-0.43000000000000005,-0.019999999999999893
911531211794075691,200,-0.4800000000000012,-0.03,-6.938893903907228e-18,-0.030000000000000013,-0.42
234576812925551960,200,-0.2899999999999997,0.0,-0.15,-0.05999999999999994,-0.08000000000000013
97960201598518383,200,-0.3299999999999995,-0.02999999999999997,-0.010000000000000106,-0.19999999999999998,-0.09
41915533130141679,200,-0.0999999999999995,0.0,-2.7755575615628914e-17,-0.09,-0.009999999999999898
739636032405049572,200,-0.45000000000000073,-0.1500000000000001,-0.11,-0.03,-0.16
911001220035371644,200,-0.7600000000000002,0.0,-0.31,-0.12999999999999995,-0.31999999999999995
444617337254818535,200,-0.09000000000000052,-0.029999999999999943,0.0,-0.03,-0.030000000000000034
610574301869507497,200,-0.09000000000000069,-1.734723475976807e-18,-5.551115123125783e-17,-0.08999999999999983,-2.7755575615628914e-17
517955931858218188,200,-0.3199999999999996,-2.7755575615628914e-17,-0.11,-0.17999999999999997,-0.03000000000000011
715318050946732721,200,-0.09,-0.02000000000000011,-0.030000000000000054,-0.0399999999999999,1.0408340855860843e-16
210848570737385635,200,-0.18000000000000013,-0.08000000000000003,-0.01000000000000014,-0.03,-0.059999999999999915
960416020061405436,200,-0.3700000000000009,-0.03,-0.21000000000000005,-0.009999999999999995,-0.1199999999999999
624427735300308341,200,-0.5800000000000001,-0.07,-0.04999999999999995,-0.029999999999999888,-0.43000000000000005
216331853601338635,200,-0.6000000000000004,-0.44,-0.03,-0.04000000000000003,-0.09
607177501676836704,200,-0.49000000000000127,-0.020000000000000004,2.220446049250313e-16,-0.02999999999999997,-0.4399999999999999
956357368751890059,200,-0.2300000000000012,-0.029999999999999978,-0.06000000000000011,-0.10999999999999992,-0.03
633550719236474787,200,-0.3799999999999999,-0.10000000000000003,2.7755575615628914e-17,-0.029999999999999888,-0.24999999999999994
951963143261571108,200,-0.17999999999999983,-2.7755575615628914e-17,-0.12000000000000005,-0.03000000000000011,-0.029999999999999943
381109577935235420,200,-0.5000000000000009,0.0,-2.7755575615628914e-17,1.6653345369377348e-16,-0.5
119295013693271611,200,-0.5500000000000002,-0.45000000000000007,-0.030000000000000117,-0.02,-0.050000000000000044
544857448518271923,200,-0.09000000000000134,2.7755575615628914e-17,-1.0408340855860843e-16,-0.04000000000000011,-0.05
539309895627497065,200,-0.56,-2.498001805406602e-16,-0.009999999999999863,-0.34000000000000014,-0.21
184678885338492714,200,-0.20999999999999944,-0.10999999999999999,-0.00999999999999994,-0.03999999999999995,-0.0500000000000001
936345122749883334,200,-0.19999999999999968,5.551115123125783e-17,-0.07999999999999995,-0.05,-0.07
532212769132775545,200,-0.2699999999999998,-5.551115123125783e-17,-0.06,8.326672684688674e-17,-0.20999999999999994
90302140260676358,200,-0.8400000000000003,-0.5899999999999999,0.0,-0.21000000000000008,-0.03999999999999997
304228077852827495,200,-0.13000000000000056,-0.03,-0.06,-0.03000000000000011,-0.009999999999999995
506623705171099969,200,-0.2000000000000005,0.0,-0.19,-2.498001805406602e-16,-0.009999999999999995
284333928734047931,200,-0.120000000000001,-0.030000000000000002,0.0,-0.06000000000000005,-0.030000000000000145
375401757657127044,200,-0.4,-0.21000000000000013,-0.16,5.551115123125783e-17,-0.03000000000000004
688566836307708061,200,-0.28000000000000114,-0.03,-0.009999999999999981,-0.18,-0.05999999999999997
2017885839872146,200,-0.09000000000000086,-0.03,-6.938893903907228e-18,-0.03,-0.029999999999999888
450781712672365245,200,-0.20000000000000012,-0.1,-0.010000000000000064,-0.029999999999999943,-0.06
772775653139535558,200,-0.10000000000000013,-1.249000902703301e-16,-0.030000000000000006,-0.05,-0.01999999999999995
467680253476904192,200,-0.2500000000000021,-0.029999999999999985,-0.04999999999999989,-0.040000000000000056,-0.13
321598560637864222,200,-0.10000000000000012,0.0,-0.01,-0.08999999999999977,0.0
316036359173740685,200,-0.33000000000000057,-0.009999999999999972,0.0,-0.20000000000000012,-0.11999999999999991
38767870382504671,200,-0.2100000000000001,-0.06,-0.030000000000000027,-0.02999999999999997,-0.09000000000000002
295459098509240955,200,-0.6099999999999991,-0.3499999999999999,-0.16999999999999998,0.0,-0.09
236784084072516985,200,-0.11000000000000117,2.7755575615628914e-17,-0.05,-0.030000000000000013,-0.029999999999999943
347440638146105539,200,-0.24000000000000038,-0.03,2.0816681711721685e-17,-0.07999999999999995,-0.13000000000000012
